日期,id,车型,制造商,价格范围,销量
2023-03,5897,星迈罗,雪佛兰,13.99-16.49万,880
2023-03,4385,极狐 阿尔法T,ARCFOX极狐,18.58-28.08万,880
2023-03,1422,英菲尼迪Q50L,英菲尼迪,26.48-38.98万,877
2023-03,4080,昂科旗,别克,29.99-35.99万,854
2023-03,2843,蔚来ES6,蔚来,33.80-39.60万,853
2023-03,1151,奇骏,日产,13.13-26.29万,846
2023-03,1016,马自达CX-5,马自达,12.58-19.78万,845
2023-03,3077,唐EV,比亚迪,21.98-26.98万,822
2023-03,1789,捷豹XEL,捷豹,32.98-34.18万,822
2023-03,798,捷豹XFL,捷豹,43.99-48.79万,816
2023-03,4182,凯迪拉克CT4,凯迪拉克,21.97-25.97万,810
2023-03,5162,欧萌达,奇瑞,12.99万,806
2023-03,4730,本田CR-V PHEV,本田,22.59-26.99万,803
2023-03,4569,凯捷Victory,五菱汽车,8.58-14.98万,793
2023-03,3066,途铠,大众,8.39-12.99万,791
2023-03,4901,五菱征程,五菱汽车,6.98-9.08万,790
2023-03,5912,ZR-V 致在,本田,10.69-17.59万,789
2023-03,3721,斯威G05,SWM斯威汽车,8.69-12.98万,789
2023-03,2827,奕泽IZOA,丰田,14.98-18.98万,780
2023-03,5857,长安欧尚Z6 iDD新能源,长安欧尚,12.58-14.58万,763
2023-03,2890,奕跑,起亚,5.88-7.28万,758
2023-03,2151,红旗HS7,红旗,20.08-28.08万,751
2023-03,3478,蔚来ET7,蔚来,42.80-51.60万,738
2023-03,4357,蔚来EC6,蔚来,35.80-41.60万,734
2023-03,5813,奔驰EQE,奔驰,47.80-62.70万,730
2023-03,4311,炫界,凯翼,6.39-9.49万,730
2023-03,3710,CLEVER,荣威,5.20万,724
2023-03,4535,荣威iMAX8,荣威,16.58-23.58万,712
2023-03,4503,凌宝BOX,凌宝汽车,3.98-6.88万,702
2023-03,4990,奥迪Q3 Sportback,奥迪,19.60-34.10万,692
2023-03,1579,劲客,日产,7.98-9.38万,683
2023-03,2887,宋MAX DM,比亚迪,13.78-16.48万,675
2023-03,5283,领克09 EM-P,领克,27.48-31.48万,672
2023-03,4422,北京X7,北京汽车,11.99-13.99万,668
2023-03,5443,魔方,北京汽车,9.99-13.19万,665
2023-03,4663,本田LIFE,本田,9.78-11.28万,650
2023-03,1655,东风风神E70,东风风神,14.28-15.38万,639
2023-03,653,哈弗H9,哈弗,17.49-23.09万,629
2023-03,5093,宝骏KiWi EV,宝骏,8.78-10.28万,627
2023-03,2820,风行T5,东风风行,6.79-13.99万,621
2023-03,4081,雪佛兰畅巡,雪佛兰,18.29-19.79万,594
2023-03,4425,探岳X,大众,16.79-19.79万,593
2023-03,5896,五菱Air ev晴空,五菱汽车,5.78-6.98万,592
2023-03,5871,创维HT-i,创维汽车,8.98-31.68万,592
2023-03,3001,途观L PHEV,大众,21.61-22.70万,587
2023-03,4794,奔腾T55,奔腾,8.59-10.49万,568
2023-03,5392,e:NP1 极湃1,本田,12.50-16.80万,554
2023-03,6070,狮铂拓界,起亚,12.38-23.78万,550
2023-03,1793,菱智M5 EV,东风风行,14.99-19.69万,547
2023-03,4819,思皓花仙子,思皓,5.99-7.49万,534
2023-03,5216,长安UNI-K 智电iDD,长安,17.29-20.09万,529
2023-03,1116,起亚K3,起亚,8.19-11.29万,528
2023-03,4783,长安UNI-K,长安,12.99-15.99万,522
2023-03,4302,奥迪A7L,奥迪,41.87-66.62万,520
2023-03,5122,创维EV6,创维汽车,10.98-32.98万,513
2023-03,340,标致4008,标致,12.97-13.97万,513
2023-03,4980,飞凡R7,飞凡汽车,18.99-22.99万,501
2023-03,4759,领裕,福特,15.38-20.18万,489
2023-03,4320,五菱荣光EV,五菱汽车,10.88-11.88万,486
2023-03,3453,启辰T60 EV,启辰,18.98万,481
2023-03,1628,启辰D60,启辰,8.88-9.98万,462
2023-03,1792,沃尔沃XC60 PHEV,沃尔沃,39.09-60.39万,459
2023-03,5250,MG ONE,名爵,8.78-10.98万,458
2023-03,1357,创酷,雪佛兰,10.99-12.89万,458
2023-03,3463,领克05,领克,17.78-22.68万,455
2023-03,338,标致2008,标致,9.97万,455
2023-03,4180,柯米克GT,斯柯达,11.99万,447
2023-03,1241,明锐,斯柯达,14.39-15.49万,445
2023-03,4381,马自达CX-30,马自达,9.99-13.99万,439
2023-03,5386,风行游艇,东风风行,11.99-15.69万,429
2023-03,2867,奔腾T77,奔腾,11.48-12.38万,406
2023-03,5911,睿蓝X3 PRO,睿蓝汽车,4.89-5.79万,404
2023-03,2889,菲斯塔,现代,13.88-15.48万,403
2023-03,1712,风光S560,东风风光,6.79-7.89万,401
2023-03,4703,风光500,东风风光,6.18-8.58万,396
2023-03,5417,红旗H6,红旗,13.58-19.58万,394
2023-03,4276,启辰星,启辰,12.66-14.96万,393
2023-03,1324,胜达,现代,19.58-26.88万,387
2023-03,4654,风行T5 EVO,东风风行,9.99-13.99万,385
2023-03,4339,飞行家,林肯,40.58-66.88万,382
2023-03,4146,红旗E-HS9,红旗,43.98-70.98万,376
2023-03,2970,启辰T60,启辰,8.68-11.28万,371
2023-03,5818,荣威iMAX8 EV,荣威,25.98-35.98万,370
2023-03,5980,昂扬,别克,15.29-17.89万,363
2023-03,5389,风光MINIEV,东风风光,3.26-5.91万,356
2023-03,213,奔驰C级PHEV,奔驰,41.06万,351
2023-03,4426,AION V,埃安,12.18-18.18万,346
2023-03,1616,蔚来ES8,蔚来,49.80-59.80万,346
2023-03,4542,远志M1,大运,17.48-31.88万,339
2023-03,2937,沃尔沃S90 PHEV,沃尔沃,34.90-61.39万,335
2023-03,5081,领克09,领克,22.78-23.48万,333
2023-03,1456,逸动EV,长安,14.99万,332
2023-03,5895,ARIYA 艾睿雅,日产,14.49-22.79万,329
2023-03,5067,EVOS,福特,15.98-21.98万,328
2023-03,3690,荣威RX9,荣威,17.58-24.38万,307
2023-03,3390,北京X3,北京汽车,5.99-8.79万,307
2023-03,5385,凌宝Uni,凌宝汽车,2.98-3.98万,306
2023-03,4894,ID.6 X,大众,19.39-22.79万,306
2023-03,5788,元宝,北京汽车制造厂,2.97-5.19万,301
2023-03,6126,丰田bZ3,丰田,16.98-19.98万,297
2023-03,3360,奔驰A级AMG,奔驰,41.13万,296
2023-03,5390,风光380,东风风光,5.28-6.08万,287
2023-03,437,风光330,东风风光,4.19-6.88万,285
2023-03,4890,福特电马,福特,23.98-35.98万,283
2023-03,5002,奥迪Q5 e-tron,奥迪,29.85-43.25万,260
2023-03,5416,岚图梦想家 EV,岚图,33.99-46.99万,257
2023-03,3932,奔驰EQB,奔驰,35.20-42.80万,257
2023-03,3022,长安之星9 EV,长安凯程,13.28-16.89万,256
2023-03,5297,欧拉芭蕾猫,欧拉,14.98-17.98万,253
2023-03,4921,哈弗赤兔,哈弗,8.28-12.88万,252
2023-03,6204,蓝电E5,蓝电,9.98-15.19万,250
2023-03,6205,岚图追光 EV,岚图,27.29-33.59万,246
2023-03,436,风光580,东风风光,7.99-12.99万,244
2023-03,4196,开拓者,雪佛兰,19.49-26.69万,240
2023-03,1119,起亚K5,起亚,12.38-17.38万,237
2023-03,5958,VGV U70Pro,中国重汽VGV,7.78-11.58万,235
2023-03,1661,柯珞克,斯柯达,14.99-15.49万,235
2023-03,341,标致5008,标致,14.97-20.47万,228
2023-03,5364,奥迪Q6,奥迪,46.76-61.56万,227
2023-03,4068,东南DX5,东南,6.99-9.99万,227
2023-03,5293,YOUNG光小新,电动屋,6.58-8.48万,225
2023-03,1183,荣威eRX5,荣威,13.59-14.79万,223
2023-03,5438,大通G90,上汽大通MAXUS,18.99-31.99万,218
2023-03,1245,柯迪亚克,斯柯达,19.19-24.39万,218
2023-03,4867,摩卡PHEV,魏牌,23.18-23.88万,211
2023-03,1642,天逸 C5 AIRCROSS,雪铁龙,13.27-17.77万,195
2023-03,5358,IQ锐歌,凯迪拉克,24.77-41.97万,182
2023-03,3720,星途揽月,星途,16.99-19.99万,182
2023-03,5149,奔腾B70S,奔腾,10.99-14.29万,168
2023-03,1729,奔驰EQA,奔驰,32.20万,159
2023-03,2167,嘉际,吉利汽车,10.97-14.28万,151
2023-03,2982,领界,福特,10.98-16.48万,149
2023-03,6069,合创A06,合创汽车,13.98-26.98万,141
2023-03,4086,艾瑞泽e,奇瑞新能源,15.28-15.78万,138
2023-03,5503,哈弗H6 PHEV,哈弗,15.98-17.38万,135
2023-03,5063,大家9 EV,上汽大通MAXUS,25.39-40.39万,131
2023-03,407,途安L,大众,14.68-17.58万,127
2023-03,3474,奔腾T99,奔腾,13.49-18.69万,126
2023-03,1318,索纳塔,现代,13.98-18.68万,126
2023-03,6081,吉利几何M6,吉利几何,14.98-18.98万,123
2023-03,2883,领克01 EM-P,领克,18.58-21.38万,120
2023-03,6080,吉利几何G6,吉利几何,11.98-18.28万,119
2023-03,32,MG6,名爵,10.38-13.98万,119
2023-03,4638,比亚迪D1,比亚迪,16.08-16.98万,118
2023-03,1463,长安CS95,长安,16.79-19.19万,116
2023-03,1810,风行S50 EV,东风风行,15.09-16.99万,115
2023-03,165,北京越野BJ80,北京越野,29.80-39.80万,105
2023-03,5898,小麒麟,江铃集团新能源,4.99-5.19万,102
2023-03,1719,焕驰,起亚,6.49-6.89万,102
2023-03,1423,英菲尼迪QX50,英菲尼迪,35.08-39.18万,101
2023-03,4156,领克05 EM-P,领克,21.38万,100
2023-03,4340,领克06 EM-P,领克,13.38-14.28万,97
2023-03,5888,无界Pro,奇瑞新能源,8.49-11.09万,94
2023-03,5188,VGV U75PLUS,中国重汽VGV,11.79-15.19万,92
2023-03,5934,海马7X-E,海马,21.98-25.98万,89
2023-03,1126,嘉华,起亚,22.89-27.99万,87
2023-03,1243,速派,斯柯达,11.99-13.99万,84
2023-03,2993,长安CS85 COUPE,长安,11.49-15.99万,82
2023-03,4981,元Pro,比亚迪,7.98-9.78万,80
2023-03,5294,英菲尼迪QX60,英菲尼迪,37.88-51.88万,78
2023-03,6003,睿蓝9,睿蓝汽车,15.99-19.79万,74
2023-03,573,途睿欧,福特,19.96-25.00万,69
2023-03,1406,森雅R7,一汽,7.98-8.98万,67
2023-03,3083,星途追风,星途,10.99-15.28万,64
2023-03,4329,RAV4荣放PHEV,丰田,24.88-29.78万,59
2023-03,4792,星途凌云,星途,11.77-15.49万,57
2023-03,4813,威兰达PHEV,丰田,25.68-29.18万,54
2023-03,4391,e爱丽舍,东风富康,12.98-13.98万,50
2023-03,6137,飞凡F7,飞凡汽车,18.99-30.99万,48
2023-03,5580,富康ES600,东风富康,15.38-16.38万,43
2023-03,4858,羿,江铃集团新能源,11.88-19.98万,38
2023-03,2990,东南A5翼舞,东南,5.79-11.99万,38
2023-03,3724,DS 9,DS,27.49-34.99万,34
2023-03,5992,标致408X,标致,13.17-15.77万,32
2023-03,1280,沃尔沃S60 PHEV,沃尔沃,33.39-38.29万,30
2023-03,5474,瑞风E3,江淮瑞风,13.99-20.88万,29
2023-03,4870,智己L7,智己汽车,29.19-57.88万,29
2023-03,3096,广汽本田VE-1,理念,11.88-14.58万,28
2023-03,1805,DS 7,DS,24.99-32.99万,27
2023-03,5418,红旗国耀,红旗,136.58-146.58万,25
2023-03,3337,奥迪Q2L e-tron,奥迪,24.38万,22
2023-03,485,东南DX7,东南,9.99-13.99万,21
2023-03,5367,炫界Pro EV,凯翼,11.99-17.66万,18
2023-03,2813,风光ix5,东风风光,9.98-16.59万,18
2023-03,4416,奔奔E-Star,长安欧尚,7.99万,14
2023-03,3503,AION LX,埃安,28.66-46.96万,11
2023-03,4795,绎乐,广汽集团,16.78-18.98万,10
2023-03,3028,易至EV3,江铃集团新能源,5.28-6.68万,9
2023-03,558,新龙马汽车启腾M70,新龙马汽车,4.68-6.05万,8
2023-03,4157,DS 9 PHEV,DS,33.49-40.49万,7
2023-03,3723,合创007,合创汽车,29.98万,6
2023-03,4188,锐程CC,长安,9.79-11.29万,5
2023-03,6224,蔚来EC7,蔚来,45.80-54.80万,3
2023-03,3383,DS 3 EV,DS,31.33-33.33万,2
2023-03,5567,星途追风C-DM,星途,13.98-19.58万,1
2023-03,484,东南DX3,东南,6.96-12.99万,1
2023-04,4802,秦PLUS DM,比亚迪,7.28-11.38万,31734
2023-04,5008,海豚,比亚迪,9.18-12.58万,29961
2023-04,5248,元PLUS,比亚迪,10.98-14.58万,28931
2023-04,1145,轩逸,日产,6.98-14.48万,26975
2023-04,4363,Model Y,特斯拉,26.35-31.35万,26760
2023-04,393,朗逸,大众,6.59-10.00万,26536
2023-04,289,雅阁,本田,12.48-18.38万,25590
2023-04,4814,AION Y,埃安,10.98-14.58万,21065
2023-04,3196,长安CS75 PLUS,长安,8.99-13.49万,20721
2023-04,4865,宋PLUS DM,比亚迪,11.98-17.58万,20645
2023-04,3101,AION S,埃安,11.88-16.99万,19569
2023-04,535,凯美瑞,丰田,12.18-20.98万,18193
2023-04,414,速腾,大众,7.79-15.89万,18095
2023-04,4499,五菱宏光MINIEV,五菱汽车,2.38-9.99万,18086
2023-04,542,卡罗拉,丰田,9.68-13.58万,17656
2023-04,1455,逸动,长安,6.39-7.69万,15826
2023-04,649,哈弗H6,哈弗,7.19-12.19万,15604
2023-04,6266,五菱缤果,五菱汽车,5.08-8.48万,15011
2023-04,398,帕萨特,大众,12.65-20.74万,14866
2023-04,546,RAV4荣放,丰田,12.78-19.68万,13822
2023-04,3762,Model 3,特斯拉,23.55-33.95万,13196
2023-04,409,宝来,大众,6.49-9.59万,12988
2023-04,353,别克GL8,别克,23.29-47.39万,12740
2023-04,214,奔驰E级,奔驰,45.18-59.98万,12380
2023-04,2916,奥迪Q5L,奥迪,26.50-32.50万,12358
2023-04,415,迈腾,大众,14.19-21.69万,12257
2023-04,311,唐DM,比亚迪,16.98-26.98万,12030
2023-04,99,奥迪A6L,奥迪,28.28-50.80万,11964
2023-04,145,宝马3系,宝马,21.49-28.79万,11925
2023-04,4172,威兰达,丰田,12.98-22.08万,11912
2023-04,2835,探岳,大众,13.29-22.89万,11835
2023-04,280,本田CR-V,本田,18.59-26.39万,11798
2023-04,733,帝豪,吉利汽车,4.89-14.98万,11557
2023-04,534,雷凌,丰田,8.18-11.68万,11548
2023-04,5369,锋兰达,丰田,8.78-14.68万,11072
2023-04,404,途观L,大众,12.68-21.48万,10912
2023-04,6025,博越L,吉利汽车,10.37-14.27万,10843
2023-04,4563,哈弗大狗,哈弗,9.09-11.69万,10779
2023-04,6148,熊猫,吉利汽车,2.99-5.39万,10615
2023-04,5288,长安UNI-V,长安,9.39-13.99万,10588
2023-04,216,奔驰GLC,奔驰,42.78-53.13万,10515
2023-04,6173,理想L7,理想汽车,30.18-35.98万,10486
2023-04,3068,亚洲龙,丰田,15.88-23.68万,10486
2023-04,3094,科鲁泽,雪佛兰,9.49-10.89万,10247
2023-04,5847,护卫舰07,比亚迪,16.98-25.98万,10042
2023-04,4857,星越L,吉利汽车,13.27-16.47万,10025
2023-04,212,奔驰C级,奔驰,33.48-38.06万,9728
2023-04,5843,腾势D9 DM,腾势,33.98-60.06万,9639
2023-04,1290,五菱宏光,五菱汽车,4.65-6.09万,9124
2023-04,2812,宝马X3,宝马,34.99-48.69万,9076
2023-04,5382,卡罗拉锐放,丰田,9.98-15.48万,8801
2023-04,2794,瑞虎8,奇瑞,7.99-15.99万,8766
2023-04,96,奥迪A4L,奥迪,20.92-36.28万,8598
2023-04,4615,坦克300,坦克,19.98-33.00万,8595
2023-04,3504,宋Pro DM,比亚迪,8.98-13.28万,8427
2023-04,3159,红旗HS5,红旗,12.88-19.48万,8420
2023-04,146,宝马5系,宝马,30.59-52.59万,8331
2023-04,4899,秦PLUS EV,比亚迪,9.98-17.98万,8217
2023-04,345,威朗,别克,12.89-15.89万,8196
2023-04,352,昂科威,别克,22.99-25.99万,8149
2023-04,397,凌渡,大众,9.89-14.59万,8062
2023-04,2836,途岳,大众,7.99-16.29万,7874
2023-04,3736,凯迪拉克CT5,凯迪拉克,18.59-21.59万,7866
2023-04,4079,皓影,本田,12.79-23.89万,7863
2023-04,1310,伊兰特,现代,9.98-14.98万,7800
2023-04,1150,逍客,日产,9.98-14.88万,7669
2023-04,5859,长安Lumin,长安,3.79-6.99万,7643
2023-04,4300,汉EV,比亚迪,16.98-23.58万,7562
2023-04,148,宝马X1,宝马,16.69-40.99万,7231
2023-04,1794,传祺M8,广汽传祺,16.98-33.28万,7204
2023-04,4228,汉DM,比亚迪,15.58-22.58万,7152
2023-04,5223,赛那,丰田,22.98-34.08万,7101
2023-04,4635,欧拉好猫,欧拉,9.38-12.38万,7097
2023-04,3476,星瑞,吉利汽车,9.27-13.57万,7086
2023-04,4223,长安CS55 PLUS,长安,7.99-12.59万,7034
2023-04,6095,理想L8,理想汽车,32.18-37.98万,6887
2023-04,1147,天籁,日产,12.78-18.78万,6740
2023-04,5015,ZEEKR 001,极氪,25.90-32.90万,6463
2023-04,283,飞度,本田,8.18-10.38万,6453
2023-04,276,思域,本田,12.99-18.79万,6425
2023-04,1938,捷途X70,捷途,8.69-12.28万,6334
2023-04,5579,海豹,比亚迪,16.78-23.98万,6323
2023-04,4731,零跑C11,零跑汽车,13.38-19.51万,6146
2023-04,5340,型格,本田,10.99-16.69万,6111
2023-04,5227,理想L9,理想汽车,40.98-43.98万,6082
2023-04,5306,深蓝SL03,深蓝汽车,11.49-16.39万,6028
2023-04,6132,红旗H5,红旗,10.98-17.58万,5914
2023-04,5273,宝马X5,宝马,51.00-73.50万,5907
2023-04,3172,捷达VA3,捷达,6.28-8.98万,5827
2023-04,5439,长安欧尚Z6,长安欧尚,8.69-12.09万,5691
2023-04,3928,奔驰GLB,奔驰,31.19-36.79万,5516
2023-04,1621,传祺GS3,广汽传祺,6.98-9.28万,5229
2023-04,2875,英仕派,本田,18.28-22.98万,5183
2023-04,5290,驱逐舰05,比亚迪,7.38-12.28万,5133
2023-04,5852,艾瑞泽8,奇瑞,8.99-12.89万,5115
2023-04,3171,捷达VS5,捷达,6.96-10.79万,5085
2023-04,2975,缤越,吉利汽车,5.98-8.98万,5013
2023-04,536,汉兰达,丰田,17.98-27.88万,4992
2023-04,5092,红旗E-QM5,红旗,16.58-23.98万,4876
2023-04,1594,哈弗M6,哈弗,7.19-9.29万,4746
2023-04,4629,哪吒V,哪吒汽车,7.39-10.38万,4727
2023-04,95,奥迪A3,奥迪,13.69-25.13万,4700
2023-04,100,奥迪Q3,奥迪,18.40-33.58万,4692
2023-04,4342,领克06,领克,9.76-11.76万,4690
2023-04,1323,现代ix35,现代,12.18-16.78万,4521
2023-04,1623,领克03,领克,11.68-42.03万,4486
2023-04,5089,合创Z03,合创汽车,13.48-18.28万,4416
2023-04,5322,smart精灵#1,smart,15.49-28.49万,4390
2023-04,861,凯迪拉克XT5,凯迪拉克,23.59-45.27万,4313
2023-04,5409,蔚来ET5,蔚来,29.80-35.60万,4293
2023-04,5257,QQ冰淇淋,奇瑞新能源,2.59-5.29万,4253
2023-04,4538,宝马iX3,宝马,22.50-26.00万,4202
2023-04,291,奥德赛,本田,17.58-37.98万,4079
2023-04,3352,小鹏P7,小鹏汽车,19.99-22.49万,4064
2023-04,348,君威,别克,15.98-17.58万,4057
2023-04,4755,思皓A5,思皓,7.88-14.58万,3989
2023-04,1282,沃尔沃XC60,沃尔沃,24.90-45.89万,3989
2023-04,405,途昂,大众,19.90-33.90万,3986
2023-04,4540,宋PLUS EV,比亚迪,14.18-17.58万,3935
2023-04,3052,长安CS35 PLUS,长安,6.99-8.19万,3933
2023-04,292,冠道,本田,18.98-27.98万,3908
2023-04,2832,传祺M6,广汽传祺,10.48-14.48万,3900
2023-04,410,高尔夫,大众,12.48-15.34万,3883
2023-04,1322,途胜,现代,15.98-22.58万,3830
2023-04,3275,哪吒U,哪吒汽车,11.88-20.68万,3821
2023-04,347,君越,别克,17.99-23.99万,3814
2023-04,4078,探影,大众,9.39-9.69万,3762
2023-04,282,艾力绅,本田,27.98-33.18万,3730
2023-04,1291,五菱荣光,五菱汽车,4.09-4.75万,3705
2023-04,5858,格瑞维亚,丰田,29.98-41.68万,3688
2023-04,4258,ID.4 X,大众,13.99-22.34万,3601
2023-04,5217,大众ID.3,大众,11.99-13.69万,3523
2023-04,391,Polo,大众,6.59-9.99万,3499
2023-04,3365,奕炫,东风风神,6.49-10.68万,3489
2023-04,1094,瑞虎7,奇瑞,6.99-12.98万,3429
2023-04,3981,冒险家,林肯,18.88-29.08万,3343
2023-04,1977,探歌,大众,10.79-12.87万,3266
2023-04,288,缤智,本田,10.49-12.49万,3209
2023-04,1655,东风风神E70,东风风神,14.28-15.38万,3191
2023-04,6124,哈弗二代大狗PHEV,哈弗,12.28-15.38万,3183
2023-04,5827,五菱佳辰,五菱汽车,6.48-9.78万,3096
2023-04,3276,捷达VS7,捷达,8.79-12.39万,3089
2023-04,4838,宝马i3,宝马,19.39-25.19万,3085
2023-04,5339,威飒,丰田,17.48-26.18万,3062
2023-04,3157,吉利几何A,吉利几何,11.98-12.98万,3039
2023-04,3359,微蓝6,别克,11.28-16.89万,3033
2023-04,616,传祺GS4,广汽传祺,8.98-10.08万,3022
2023-04,4840,皇冠陆放,丰田,28.48-33.28万,2981
2023-04,37,MG7,名爵,10.78-16.39万,2949
2023-04,5048,凡尔赛C5 X,雪铁龙,12.67-16.97万,2910
2023-04,267,奔腾B70,奔腾,9.88-13.79万,2890
2023-04,579,蒙迪欧,福特,12.58-22.98万,2882
2023-04,6209,逸达,长安,6.99-9.59万,2881
2023-04,1281,沃尔沃S90,沃尔沃,27.90-50.59万,2868
2023-04,2971,凯迪拉克XT4,凯迪拉克,15.97-20.57万,2854
2023-04,3041,荣威i5,荣威,4.99-7.19万,2820
2023-04,5468,影酷,广汽传祺,11.18-13.98万,2805
2023-04,4787,影豹,广汽传祺,9.30-15.00万,2794
2023-04,1081,艾瑞泽5,奇瑞,5.39-7.59万,2776
2023-04,4074,北京EU5,北京汽车,12.99-17.19万,2711
2023-04,1820,秦EV,比亚迪,15.58-16.98万,2696
2023-04,1182,荣威RX5,荣威,7.49-15.59万,2696
2023-04,5037,五菱星辰,五菱汽车,6.38-9.28万,2672
2023-04,4986,凌放HARRIER,丰田,19.18-27.58万,2638
2023-04,5817,吉利几何E萤火虫,吉利几何,5.98-8.48万,2632
2023-04,6120,思皓X8 PLUS,思皓,10.98-17.68万,2627
2023-04,3066,途铠,大众,8.39-12.99万,2584
2023-04,31,MG5,名爵,5.79-7.59万,2561
2023-04,617,传祺GS8,广汽传祺,15.48-24.08万,2483
2023-04,5929,揽巡,大众,18.29-23.99万,2471
2023-04,4353,长安UNI-T,长安,9.99-12.99万,2458
2023-04,3437,揽境,大众,20.19-30.19万,2442
2023-04,1101,小蚂蚁,奇瑞新能源,5.59-7.29万,2439
2023-04,2963,奥迪Q2L,奥迪,12.98-19.00万,2378
2023-04,6126,丰田bZ3,丰田,16.98-19.98万,2342
2023-04,4284,探险者,福特,30.98-39.98万,2340
2023-04,5153,启辰大V,启辰,9.98-12.88万,2246
2023-04,5090,哪吒S,哪吒汽车,15.48-22.48万,2237
2023-04,1292,五菱之光,五菱汽车,3.51-3.79万,2227
2023-04,4861,奔腾NAT,奔腾,13.98-16.48万,2216
2023-04,279,本田XR-V,本田,11.99-13.99万,2194
2023-04,281,本田UR-V,本田,24.68-32.98万,2181
2023-04,5982,五菱星驰,五菱汽车,5.08-7.98万,2174
2023-04,1738,瑞虎5x,奇瑞,5.59-7.89万,2150
2023-04,445,菱智,东风风行,5.99-9.99万,2143
2023-04,3334,锐际,福特,11.98-16.98万,2138
2023-04,5244,捷途大圣,捷途,7.99-12.19万,2117
2023-04,5911,睿蓝X3 PRO,睿蓝汽车,4.89-5.79万,2048
2023-04,3164,凯迪拉克XT6,凯迪拉克,34.99-55.27万,2029
2023-04,6211,豪越L,吉利汽车,10.99-15.39万,2025
2023-04,5033,轩度,凯翼,7.98-9.39万,2009
2023-04,6147,锐程PLUS,长安,8.49-10.79万,2007
2023-04,4334,奥迪Q4 e-tron,奥迪,19.50-36.70万,2002
2023-04,416,大众CC,大众,17.49-22.49万,1992
2023-04,5388,领睿,福特,11.88-16.18万,1945
2023-04,4869,智己LS7,智己汽车,28.98-45.98万,1930
2023-04,244,威霆,奔驰,29.38-38.68万,1846
2023-04,1279,沃尔沃S60,沃尔沃,18.90-38.49万,1749
2023-04,5923,长安UNI-V 智电iDD,长安,10.79-11.99万,1678
2023-04,585,锐界,福特,19.88-29.18万,1657
2023-04,5004,小鹏P5,小鹏汽车,15.69-17.49万,1654
2023-04,3721,斯威G05,SWM斯威汽车,8.69-12.98万,1652
2023-04,4586,ID.4 CROZZ,大众,13.99-23.36万,1639
2023-04,5878,ZEEKR 009,极氪,43.90-78.90万,1638
2023-04,5308,阿维塔 11,阿维塔,27.99-42.99万,1610
2023-04,5343,问界M5,AITO,22.98-27.98万,1609
2023-04,5935,世纪,别克,46.99-68.99万,1581
2023-04,4160,威然,大众,19.99-29.99万,1558
2023-04,2849,捷途X90,捷途,13.99-17.29万,1549
2023-04,5557,皓极,东风风神,11.99-14.69万,1543
2023-04,4801,亚洲狮,丰田,14.18-17.98万,1517
2023-04,245,奔驰V级,奔驰,47.88-66.98万,1510
2023-04,1092,瑞虎3x,奇瑞,4.99-6.19万,1460
2023-04,5953,星途瑶光,星途,12.98-18.68万,1459
2023-04,4272,零跑T03,零跑汽车,5.39-6.52万,1454
2023-04,5440,林肯Z,林肯,18.88-31.58万,1412
2023-04,1355,迈锐宝XL,雪佛兰,17.59-21.99万,1410
2023-04,768,瑞风M3,江淮瑞风,6.58-12.79万,1403
2023-04,5924,岚图梦想家 PHEV,岚图,32.99-63.99万,1382
2023-04,4961,ID.6 CROZZ,大众,19.59-27.39万,1374
2023-04,5059,金海狮,SRM鑫源,6.09-10.59万,1353
2023-04,4080,昂科旗,别克,29.99-35.99万,1339
2023-04,4355,红旗H9,红旗,23.28-44.28万,1330
2023-04,4760,岚图FREE,岚图,21.89-24.69万,1328
2023-04,215,奔驰GLA,奔驰,29.99-34.69万,1300
2023-04,993,揽胜极光,路虎,39.28-47.58万,1296
2023-04,4637,极狐 阿尔法S,ARCFOX极狐,18.98-32.98万,1289
2023-04,3351,启辰D60 EV,启辰,13.98-14.78万,1284
2023-04,4989,奥迪Q5L Sportback,奥迪,30.50-42.98万,1264
2023-04,336,标致408,标致,8.07-9.67万,1240
2023-04,1014,马自达3 昂克赛拉,马自达,8.99-14.19万,1236
