时间,id,车型,制造商,价格区间,销量
202203,617,传祺GS8,广汽传祺,15.48-24.08万,4000
202203,1292,五菱之光,五菱汽车,3.51-3.79万,3951
202203,3275,哪吒U,哪吒汽车,11.88-20.68万,3904
202203,291,奥德赛,本田,17.58-37.98万,3793
202203,3736,凯迪拉克CT5,凯迪拉克,18.59-21.59万,3785
202203,1282,沃尔沃XC60,沃尔沃,24.90-45.89万,3785
202203,4342,领克06,领克,9.76-11.76万,3715
202203,5288,长安UNI-V,长安,9.39-13.99万,3584
202203,4426,AION V,埃安,12.18-18.18万,3579
202203,3981,冒险家,林肯,18.88-29.08万,3507
202203,5153,启辰大V,启辰,9.98-12.88万,3408
202203,405,途昂,大众,19.90-33.90万,3399
202203,5093,宝骏KiWi EV,宝骏,8.78-10.28万,3385
202203,4819,思皓花仙子,思皓,5.99-7.49万,3306
202203,4503,凌宝BOX,凌宝汽车,3.98-6.88万,3216
202203,2832,传祺M6,广汽传祺,10.48-14.48万,3193
202203,1456,逸动EV,长安,14.99万,3160
202203,5343,问界M5,AITO,22.98-27.98万,3045
202203,4357,蔚来EC6,蔚来,35.80-41.60万,3032
202203,3359,微蓝6,别克,11.28-16.89万,3026
202203,4787,影豹,广汽传祺,9.30-15.00万,3000
202203,861,凯迪拉克XT5,凯迪拉克,23.59-45.27万,2980
202203,4586,ID.4 CROZZ,大众,13.99-23.36万,2912
202203,5089,合创Z03,合创汽车,13.48-18.28万,2878
202203,1081,艾瑞泽5,奇瑞,5.39-7.59万,2866
202203,1143,骐达TIIDA,日产,7.99-10.59万,2780
202203,1094,瑞虎7,奇瑞,6.99-12.98万,2775
202203,1279,沃尔沃S60,沃尔沃,18.90-38.49万,2756
202203,4981,元Pro,比亚迪,7.98-9.78万,2755
202203,735,帝豪EV,吉利几何,15.98-16.98万,2745
202203,3455,比亚迪e2,比亚迪,8.98-14.78万,2700
202203,2913,奔驰A级,奔驰,25.13-27.57万,2642
202203,4538,宝马iX3,宝马,22.50-26.00万,2582
202203,4125,东风纳米EX1,东风纳米,4.57万,2508
202203,3157,吉利几何A,吉利几何,11.98-12.98万,2450
202203,2849,捷途X90,捷途,13.99-17.29万,2426
202203,391,Polo,大众,6.59-9.99万,2420
202203,1636,丰田C-HR,丰田,15.28-19.28万,2417
202203,215,奔驰GLA,奔驰,29.99-34.69万,2382
202203,4258,ID.4 X,大众,13.99-22.34万,2373
202203,4921,哈弗赤兔,哈弗,8.28-12.88万,2340
202203,1323,现代ix35,现代,12.18-16.78万,2334
202203,2963,奥迪Q2L,奥迪,12.98-19.00万,2309
202203,1810,风行S50 EV,东风风行,15.09-16.99万,2307
202203,292,冠道,本田,18.98-27.98万,2300
202203,287,凌派,本田,9.68-14.68万,2286
202203,3710,CLEVER,荣威,5.20万,2261
202203,5390,风光380,东风风光,5.28-6.08万,2227
202203,4078,探影,大众,9.39-9.69万,2227
202203,1355,迈锐宝XL,雪佛兰,17.59-21.99万,2189
202203,4228,汉DM,比亚迪,15.58-22.58万,2181
202203,282,艾力绅,本田,27.98-33.18万,2163
202203,4703,风光500,东风风光,6.18-8.58万,2149
202203,1738,瑞虎5x,奇瑞,5.59-7.89万,2122
202203,281,本田UR-V,本田,24.68-32.98万,2105
202203,416,大众CC,大众,17.49-22.49万,2085
202203,2971,凯迪拉克XT4,凯迪拉克,15.97-20.57万,2060
202203,3334,锐际,福特,11.98-16.98万,2034
202203,3276,捷达VS7,捷达,8.79-12.39万,2024
202203,768,瑞风M3,江淮瑞风,6.58-12.79万,2017
202203,436,风光580,东风风光,7.99-12.99万,2010
202203,1322,途胜,现代,15.98-22.58万,2003
202203,2716,奔驰E级PHEV,奔驰,53.86万,1990
202203,1281,沃尔沃S90,沃尔沃,27.90-50.59万,1990
202203,1016,马自达CX-5,马自达,12.58-19.78万,1985
202203,4355,红旗H9,红旗,23.28-44.28万,1971
202203,4961,ID.6 CROZZ,大众,19.59-27.39万,1933
202203,4792,星途凌云,星途,11.77-15.49万,1927
202203,3351,启辰D60 EV,启辰,13.98-14.78万,1915
202203,1820,秦EV,比亚迪,15.58-16.98万,1855
202203,5264,思皓曜,思皓,9.88-19.68万,1850
202203,3164,凯迪拉克XT6,凯迪拉克,34.99-55.27万,1849
202203,457,东风风神AX7,东风风神,13.98万,1811
202203,5015,ZEEKR 001,极氪,25.90-32.90万,1795
202203,4569,凯捷Victory,五菱汽车,8.58-14.98万,1750
202203,1616,蔚来ES8,蔚来,49.80-59.80万,1726
202203,4537,航海家,林肯,27.08-41.38万,1704
202203,164,北京越野BJ40,北京越野,13.98-26.99万,1696
202203,5151,枫叶60s,睿蓝汽车,14.98-15.98万,1686
202203,4859,思皓QX,思皓,10.19-19.69万,1676
202203,347,君越,别克,17.99-23.99万,1669
202203,4422,北京X7,北京汽车,11.99-13.99万,1639
202203,4989,奥迪Q5L Sportback,奥迪,30.50-42.98万,1632
202203,585,锐界,福特,19.88-29.18万,1629
202203,2984,大通G50,上汽大通MAXUS,7.68-13.98万,1611
202203,4796,凌尚,丰田,10.58-13.58万,1581
202203,5217,大众ID.3,大众,11.99-13.69万,1529
202203,3437,揽境,大众,20.19-30.19万,1507
202203,5290,驱逐舰05,比亚迪,7.38-12.28万,1476
202203,3355,沃尔沃XC40,沃尔沃,18.50-35.48万,1468
202203,4743,思皓X8,思皓,8.88-17.28万,1460
202203,4944,朋克多多,朋克汽车,4.58-4.98万,1456
202203,1475,欧诺S,长安凯程,4.69-5.44万,1450
202203,4076,比亚迪e3,比亚迪,15.48万,1428
202203,244,威霆,奔驰,29.38-38.68万,1428
202203,3463,领克05,领克,17.78-22.68万,1424
202203,4380,吉利几何C,吉利几何,14.37-20.78万,1405
202203,1151,奇骏,日产,13.13-26.29万,1403
202203,4760,岚图FREE,岚图,21.89-24.69万,1385
202203,1123,智跑,起亚,10.48-12.28万,1385
202203,1359,探界者,雪佛兰,18.49-23.99万,1364
202203,4801,亚洲狮,丰田,14.18-17.98万,1330
202203,2887,宋MAX DM,比亚迪,13.78-16.48万,1318
202203,4284,探险者,福特,30.98-39.98万,1304
202203,340,标致4008,标致,12.97-13.97万,1294
202203,3066,途铠,大众,8.39-12.99万,1283
202203,245,奔驰V级,奔驰,47.88-66.98万,1265
202203,338,标致2008,标致,9.97万,1264
202203,4663,本田LIFE,本田,9.78-11.28万,1253
202203,5122,创维EV6,创维汽车,10.98-32.98万,1232
202203,4160,威然,大众,19.99-29.99万,1222
202203,4311,炫界,凯翼,6.39-9.49万,1216
202203,2880,吉利ICON,吉利汽车,9.19-11.39万,1215
202203,5216,长安UNI-K 智电iDD,长安,17.29-20.09万,1185
202203,4901,五菱征程,五菱汽车,6.98-9.08万,1177
202203,2989,帕萨特PHEV,大众,19.22-20.11万,1168
202203,2827,奕泽IZOA,丰田,14.98-18.98万,1165
202203,32,MG6,名爵,10.38-13.98万,1128
202203,5283,领克09 EM-P,领克,27.48-31.48万,1121
202203,4871,朋克美美,朋克汽车,4.88万,1113
202203,2890,奕跑,起亚,5.88-7.28万,1082
202203,4313,发现运动版,路虎,38.83-39.99万,1055
202203,3142,迈腾GTE,大众,18.69-20.19万,1055
202203,4180,柯米克GT,斯柯达,11.99万,1051
202203,484,东南DX3,东南,6.96-12.99万,1049
202203,1712,风光S560,东风风光,6.79-7.89万,1040
202203,859,凯迪拉克CT6,凯迪拉克,27.97-38.97万,1034
202203,1579,劲客,日产,7.98-9.38万,1028
202203,2993,长安CS85 COUPE,长安,11.49-15.99万,1016
202203,4637,极狐 阿尔法S,ARCFOX极狐,18.98-32.98万,1015
202203,5339,威飒,丰田,17.48-26.18万,1014
202203,1621,传祺GS3,广汽传祺,6.98-9.28万,1004
202203,4535,荣威iMAX8,荣威,16.58-23.58万,1002
202203,4391,e爱丽舍,东风富康,12.98-13.98万,1002
202203,993,揽胜极光,路虎,39.28-47.58万,968
202203,4080,昂科旗,别克,29.99-35.99万,965
202203,337,标致508L,标致,14.67-19.07万,952
202203,5081,领克09,领克,22.78-23.48万,946
202203,4990,奥迪Q3 Sportback,奥迪,19.60-34.10万,932
202203,1789,捷豹XEL,捷豹,32.98-34.18万,910
202203,5034,库斯途,现代,17.18-22.08万,900
202203,4894,ID.6 X,大众,19.39-22.79万,898
202203,1628,启辰D60,启辰,8.88-9.98万,894
202203,5250,MG ONE,名爵,8.78-10.98万,853
202203,4081,雪佛兰畅巡,雪佛兰,18.29-19.79万,853
202203,1116,起亚K3,起亚,8.19-11.29万,828
202203,1241,明锐,斯柯达,14.39-15.49万,826
202203,5059,金海狮,SRM鑫源,6.09-10.59万,824
202203,4759,领裕,福特,15.38-20.18万,818
202203,3095,享域,本田,10.98-16.99万,815
202203,4730,本田CR-V PHEV,本田,22.59-26.99万,813
202203,4182,凯迪拉克CT4,凯迪拉克,21.97-25.97万,799
202203,2151,红旗HS7,红旗,20.08-28.08万,781
202203,336,标致408,标致,8.07-9.67万,781
202203,4425,探岳X,大众,16.79-19.79万,758
202203,1760,荣威Ei5,荣威,15.28-16.68万,747
202203,579,蒙迪欧,福特,12.58-22.98万,738
202203,1183,荣威eRX5,荣威,13.59-14.79万,734
202203,3028,易至EV3,江铃集团新能源,5.28-6.68万,712
202203,798,捷豹XFL,捷豹,43.99-48.79万,692
202203,4381,马自达CX-30,马自达,9.99-13.99万,688
202203,3721,斯威G05,SWM斯威汽车,8.69-12.98万,681
202203,2982,领界,福特,10.98-16.48万,649
202203,4339,飞行家,林肯,40.58-66.88万,636
202203,3096,广汽本田VE-1,理念,11.88-14.58万,610
202203,4385,极狐 阿尔法T,ARCFOX极狐,18.58-28.08万,608
202203,4209,VGV U70,中国重汽VGV,7.79-11.89万,606
202203,653,哈弗H9,哈弗,17.49-23.09万,594
202203,1211,大通G10,上汽大通MAXUS,10.30-18.48万,578
202203,1622,领克01,领克,12.58-16.68万,574
202203,2990,东南A5翼舞,东南,5.79-11.99万,568
202203,2970,启辰T60,启辰,8.68-11.28万,539
202203,5067,EVOS,福特,15.98-21.98万,538
202203,5293,YOUNG光小新,电动屋,6.58-8.48万,530
202203,4388,悦虎,大运,6.38-8.70万,520
202203,4867,摩卡PHEV,魏牌,23.18-23.88万,519
202203,1661,柯珞克,斯柯达,14.99-15.49万,517
202203,5014,小虎FEV,小虎,4.19-5.59万,515
202203,3001,途观L PHEV,大众,21.61-22.70万,513
202203,1119,起亚K5,起亚,12.38-17.38万,500
202203,4649,思皓E50A,思皓,15.29-18.98万,498
202203,4795,绎乐,广汽集团,16.78-18.98万,497
202203,267,奔腾B70,奔腾,9.88-13.79万,474
202203,1092,瑞虎3x,奇瑞,4.99-6.19万,469
202203,4813,威兰达PHEV,丰田,25.68-29.18万,448
202203,4839,皓影 PHEV,本田,17.59-21.99万,440
202203,3503,AION LX,埃安,28.66-46.96万,439
202203,2167,嘉际,吉利汽车,10.97-14.28万,435
202203,341,标致5008,标致,14.97-20.47万,420
202203,4146,红旗E-HS9,红旗,43.98-70.98万,395
202203,4201,海马7X,海马,12.98-16.38万,390
202203,5092,红旗E-QM5,红旗,16.58-23.98万,387
202203,54,斯威X3,SWM斯威汽车,5.88万,387
202203,1318,索纳塔,现代,13.98-18.68万,377
202203,4861,奔腾NAT,奔腾,13.98-16.48万,375
202203,2937,沃尔沃S90 PHEV,沃尔沃,34.90-61.39万,368
202203,3932,奔驰EQB,奔驰,35.20-42.80万,365
202203,4276,启辰星,启辰,12.66-14.96万,359
202203,1423,英菲尼迪QX50,英菲尼迪,35.08-39.18万,355
202203,5388,领睿,福特,11.88-16.18万,337
202203,1792,沃尔沃XC60 PHEV,沃尔沃,39.09-60.39万,337
202203,4196,开拓者,雪佛兰,19.49-26.69万,336
202203,1642,天逸 C5 AIRCROSS,雪铁龙,13.27-17.77万,336
202203,4340,领克06 EM-P,领克,13.38-14.28万,328
202203,2867,奔腾T77,奔腾,11.48-12.38万,328
202203,2883,领克01 EM-P,领克,18.58-21.38万,327
202203,4688,枫叶80v,睿蓝汽车,8.98-17.87万,322
202203,1245,柯迪亚克,斯柯达,19.19-24.39万,320
202203,5210,传祺GS4 PLUS,广汽传祺,11.18-12.28万,319
202203,4329,RAV4荣放PHEV,丰田,24.88-29.78万,315
202203,1729,奔驰EQA,奔驰,32.20万,309
202203,2779,斯威G01,SWM斯威汽车,26.98万,299
202203,4794,奔腾T55,奔腾,8.59-10.49万,291
202203,4834,华晨新日i03,华晨新日,4.39-9.88万,266
202203,407,途安L,大众,14.68-17.58万,258
202203,4302,奥迪A7L,奥迪,41.87-66.62万,256
202203,3474,奔腾T99,奔腾,13.49-18.69万,255
202203,3337,奥迪Q2L e-tron,奥迪,24.38万,249
202203,4068,东南DX5,东南,6.99-9.99万,241
202203,53,斯威X7,SWM斯威汽车,8.49-10.59万,241
202203,5033,轩度,凯翼,7.98-9.39万,236
202203,1243,速派,斯柯达,11.99-13.99万,225
202203,1719,焕驰,起亚,6.49-6.89万,222
202203,1324,胜达,现代,19.58-26.88万,220
202203,1126,嘉华,起亚,22.89-27.99万,211
202203,5294,英菲尼迪QX60,英菲尼迪,37.88-51.88万,194
202203,3360,奔驰A级AMG,奔驰,41.13万,194
202203,4156,领克05 EM-P,领克,21.38万,193
202203,4542,远志M1,大运,17.48-31.88万,190
202203,3478,蔚来ET7,蔚来,42.80-51.60万,163
202203,485,东南DX7,东南,9.99-13.99万,159
202203,1280,沃尔沃S60 PHEV,沃尔沃,33.39-38.29万,128
202203,1422,英菲尼迪Q50L,英菲尼迪,26.48-38.98万,113
202203,573,途睿欧,福特,19.96-25.00万,110
202203,1647,北京越野BJ90,北京越野,47.80-49.80万,107
202203,4858,羿,江铃集团新能源,11.88-19.98万,103
202203,5407,华晨新日i03A,华晨新日,9.88-12.50万,92
202203,1357,创酷,雪佛兰,10.99-12.89万,92
202203,1463,长安CS95,长安,16.79-19.19万,85
202203,5149,奔腾B70S,奔腾,10.99-14.29万,83
202203,1406,森雅R7,一汽,7.98-8.98万,83
202203,5002,奥迪Q5 e-tron,奥迪,29.85-43.25万,62
202203,165,北京越野BJ80,北京越野,29.80-39.80万,61
202203,1713,云度π1,云度,7.98万,48
202203,4549,锐际PHEV,福特,20.80万,41
202203,3724,DS 9,DS,27.49-34.99万,37
202203,3077,唐EV,比亚迪,21.98-26.98万,30
202203,2889,菲斯塔,现代,13.88-15.48万,19
202203,2828,海马8S,海马,7.99-13.69万,18
202203,5416,岚图梦想家 EV,岚图,33.99-46.99万,15
202203,3723,合创007,合创汽车,29.98万,15
202203,5188,VGV U75PLUS,中国重汽VGV,11.79-15.19万,14
202203,2813,风光ix5,东风风光,9.98-16.59万,11
202203,4157,DS 9 PHEV,DS,33.49-40.49万,8
202203,559,新龙马汽车启腾EX80,新龙马汽车,5.88-6.18万,5
202203,4117,标致4008 PHEV,标致,24.97-25.97万,3
202203,2928,缤瑞,吉利汽车,7.48-9.48万,2
202203,1805,DS 7,DS,24.99-32.99万,2
202203,3076,富康ES500,东风富康,14.18万,1
202204,1145,轩逸,日产,6.98-14.48万,26122
202204,4499,五菱宏光MINIEV,五菱汽车,2.38-9.99万,24908
202204,4865,宋PLUS DM,比亚迪,11.98-17.58万,20178
202204,280,本田CR-V,本田,18.59-26.39万,19291
202204,534,雷凌,丰田,8.18-11.68万,14702
202204,649,哈弗H6,哈弗,7.19-12.19万,14575
202204,393,朗逸,大众,6.59-10.00万,13925
202204,542,卡罗拉,丰田,9.68-13.58万,13669
202204,535,凯美瑞,丰田,12.18-20.98万,12693
202204,4802,秦PLUS DM,比亚迪,7.28-11.38万,12465
202204,414,速腾,大众,7.79-15.89万,12008
202204,5008,海豚,比亚迪,9.18-12.58万,11959
202204,3196,长安CS75 PLUS,长安,8.99-13.49万,11598
202204,289,雅阁,本田,12.48-18.38万,11460
202204,276,思域,本田,12.99-18.79万,11286
202204,409,宝来,大众,6.49-9.59万,11107
202204,279,本田XR-V,本田,11.99-13.99万,10698
202204,212,奔驰C级,奔驰,33.48-38.06万,10648
202204,4300,汉EV,比亚迪,16.98-23.58万,10210
202204,5248,元PLUS,比亚迪,10.98-14.58万,10079
202204,1147,天籁,日产,12.78-18.78万,9722
202204,146,宝马5系,宝马,30.59-52.59万,9323
202204,288,缤智,本田,10.49-12.49万,9300
202204,3068,亚洲龙,丰田,15.88-23.68万,9283
202204,4172,威兰达,丰田,12.98-22.08万,9226
202204,216,奔驰GLC,奔驰,42.78-53.13万,8909
202204,353,别克GL8,别克,23.29-47.39万,8824
202204,311,唐DM,比亚迪,16.98-26.98万,8818
202204,1150,逍客,日产,9.98-14.88万,8654
202204,1290,五菱宏光,五菱汽车,4.65-6.09万,8112
202204,1794,传祺M8,广汽传祺,16.98-33.28万,8036
202204,4899,秦PLUS EV,比亚迪,9.98-17.98万,7827
202204,145,宝马3系,宝马,21.49-28.79万,7752
202204,4272,零跑T03,零跑汽车,5.39-6.52万,7156
202204,5257,QQ冰淇淋,奇瑞新能源,2.59-5.29万,7078
202204,2812,宝马X3,宝马,34.99-48.69万,6918
202204,214,奔驰E级,奔驰,45.18-59.98万,6820
202204,4416,奔奔E-Star,长安欧尚,7.99万,6692
202204,536,汉兰达,丰田,17.98-27.88万,6645
202204,415,迈腾,大众,14.19-21.69万,6644
202204,4079,皓影,本田,12.79-23.89万,6579
202204,404,途观L,大众,12.68-21.48万,6525
202204,4223,长安CS55 PLUS,长安,7.99-12.59万,6441
202204,398,帕萨特,大众,12.65-20.74万,6431
202204,4857,星越L,吉利汽车,13.27-16.47万,6378
202204,4814,AION Y,埃安,10.98-14.58万,6159
202204,1101,小蚂蚁,奇瑞新能源,5.59-7.29万,6086
202204,1938,捷途X70,捷途,8.69-12.28万,5991
202204,733,帝豪,吉利汽车,4.89-14.98万,5776
202204,4629,哪吒V,哪吒汽车,7.39-10.38万,5694
202204,96,奥迪A4L,奥迪,20.92-36.28万,5594
202204,5369,锋兰达,丰田,8.78-14.68万,5515
202204,5288,长安UNI-V,长安,9.39-13.99万,5425
202204,345,威朗,别克,12.89-15.89万,5416
202204,3192,五菱宏光V,五菱汽车,4.48-5.28万,5407
202204,2794,瑞虎8,奇瑞,7.99-15.99万,5319
202204,5340,型格,本田,10.99-16.69万,5316
202204,741,博越,吉利汽车,8.28-10.88万,5279
202204,3094,科鲁泽,雪佛兰,9.49-10.89万,5224
202204,4615,坦克300,坦克,19.98-33.00万,5056
202204,352,昂科威,别克,22.99-25.99万,5000
202204,5223,赛那,丰田,22.98-34.08万,4993
202204,4981,元Pro,比亚迪,7.98-9.78万,4975
202204,1455,逸动,长安,6.39-7.69万,4956
202204,4540,宋PLUS EV,比亚迪,14.18-17.58万,4927
202204,3159,红旗HS5,红旗,12.88-19.48万,4718
202204,2835,探岳,大众,13.29-22.89万,4587
202204,410,高尔夫,大众,12.48-15.34万,4559
202204,397,凌渡,大众,9.89-14.59万,4489
202204,2875,英仕派,本田,18.28-22.98万,4326
202204,3476,星瑞,吉利汽车,9.27-13.57万,4309
202204,2836,途岳,大众,7.99-16.29万,4153
202204,1977,探歌,大众,10.79-12.87万,4115
202204,1655,东风风神E70,东风风神,14.28-15.38万,4005
202204,3101,AION S,埃安,11.88-16.99万,3968
202204,2916,奥迪Q5L,奥迪,26.50-32.50万,3953
202204,1291,五菱荣光,五菱汽车,4.09-4.75万,3896
202204,4563,哈弗大狗,哈弗,9.09-11.69万,3882
202204,3352,小鹏P7,小鹏汽车,19.99-22.49万,3714
202204,283,飞度,本田,8.18-10.38万,3705
202204,148,宝马X1,宝马,16.69-40.99万,3672
202204,2975,缤越,吉利汽车,5.98-8.98万,3643
202204,95,奥迪A3,奥迪,13.69-25.13万,3640
202204,3365,奕炫,东风风神,6.49-10.68万,3634
202204,5004,小鹏P5,小鹏汽车,15.69-17.49万,3564
202204,31,MG5,名爵,5.79-7.59万,3510
202204,1143,骐达TIIDA,日产,7.99-10.59万,3486
202204,348,君威,别克,15.98-17.58万,3338
202204,5037,五菱星辰,五菱汽车,6.38-9.28万,3337
202204,100,奥迪Q3,奥迪,18.40-33.58万,3321
202204,1310,伊兰特,现代,9.98-14.98万,3278
202204,5343,问界M5,AITO,22.98-27.98万,3245
202204,1820,秦EV,比亚迪,15.58-16.98万,3228
202204,3928,奔驰GLB,奔驰,31.19-36.79万,3197
202204,4228,汉DM,比亚迪,15.58-22.58万,3196
202204,3275,哪吒U,哪吒汽车,11.88-20.68万,3119
202204,579,蒙迪欧,福特,12.58-22.98万,3110
202204,3172,捷达VA3,捷达,6.28-8.98万,3104
202204,1623,领克03,领克,11.68-42.03万,3089
202204,4840,皇冠陆放,丰田,28.48-33.28万,3064
202204,3736,凯迪拉克CT5,凯迪拉克,18.59-21.59万,3034
202204,1282,沃尔沃XC60,沃尔沃,24.90-45.89万,3030
202204,3041,荣威i5,荣威,4.99-7.19万,3001
202204,5382,卡罗拉锐放,丰田,9.98-15.48万,2959
202204,3171,捷达VS5,捷达,6.96-10.79万,2934
202204,99,奥迪A6L,奥迪,28.28-50.80万,2908
202204,4586,ID.4 CROZZ,大众,13.99-23.36万,2845
202204,4819,思皓花仙子,思皓,5.99-7.49万,2824
202204,4787,影豹,广汽传祺,9.30-15.00万,2800
202204,2928,缤瑞,吉利汽车,7.48-9.48万,2707
202204,735,帝豪EV,吉利几何,15.98-16.98万,2622
202204,3157,吉利几何A,吉利几何,11.98-12.98万,2513
202204,617,传祺GS8,广汽传祺,15.48-24.08万,2480
202204,291,奥德赛,本田,17.58-37.98万,2424
202204,4353,长安UNI-T,长安,9.99-12.99万,2371
202204,4426,AION V,埃安,12.18-18.18万,2362
202204,1081,艾瑞泽5,奇瑞,5.39-7.59万,2358
202204,1292,五菱之光,五菱汽车,3.51-3.79万,2352
202204,4503,凌宝BOX,凌宝汽车,3.98-6.88万,2346
202204,1151,奇骏,日产,13.13-26.29万,2339
202204,405,途昂,大众,19.90-33.90万,2282
202204,5048,凡尔赛C5 X,雪铁龙,12.67-16.97万,2257
202204,1094,瑞虎7,奇瑞,6.99-12.98万,2241
202204,616,传祺GS4,广汽传祺,8.98-10.08万,2238
202204,861,凯迪拉克XT5,凯迪拉克,23.59-45.27万,2202
202204,4125,东风纳米EX1,东风纳米,4.57万,2200
202204,546,RAV4荣放,丰田,12.78-19.68万,2199
202204,3981,冒险家,林肯,18.88-29.08万,2186
202204,5015,ZEEKR 001,极氪,25.90-32.90万,2137
202204,5290,驱逐舰05,比亚迪,7.38-12.28万,2038
202204,1182,荣威RX5,荣威,7.49-15.59万,1990
202204,4731,零跑C11,零跑汽车,13.38-19.51万,1931
202204,282,艾力绅,本田,27.98-33.18万,1929
202204,1014,马自达3 昂克赛拉,马自达,8.99-14.19万,1926
202204,5093,宝骏KiWi EV,宝骏,8.78-10.28万,1922
202204,5153,启辰大V,启辰,9.98-12.88万,1904
202204,2843,蔚来ES6,蔚来,33.80-39.60万,1878
202204,1810,风行S50 EV,东风风行,15.09-16.99万,1855
202204,1323,现代ix35,现代,12.18-16.78万,1846
202204,2963,奥迪Q2L,奥迪,12.98-19.00万,1777
202204,445,菱智,东风风行,5.99-9.99万,1753
202204,292,冠道,本田,18.98-27.98万,1740
202204,4796,凌尚,丰田,10.58-13.58万,1739
202204,281,本田UR-V,本田,24.68-32.98万,1733
202204,1636,丰田C-HR,丰田,15.28-19.28万,1731
202204,215,奔驰GLA,奔驰,29.99-34.69万,1670
202204,3359,微蓝6,别克,11.28-16.89万,1668
202204,4342,领克06,领克,9.76-11.76万,1653
202204,347,君越,别克,17.99-23.99万,1649
202204,5251,哈弗神兽,哈弗,13.00-16.70万,1640
202204,2832,传祺M6,广汽传祺,10.48-14.48万,1600
202204,2971,凯迪拉克XT4,凯迪拉克,15.97-20.57万,1596
202204,1279,沃尔沃S60,沃尔沃,18.90-38.49万,1586
202204,287,凌派,本田,9.68-14.68万,1579
202204,1355,迈锐宝XL,雪佛兰,17.59-21.99万,1571
202204,2716,奔驰E级PHEV,奔驰,53.86万,1570
