时间,id,车型,制造商,价格区间,销量
202206,4549,锐际PHEV,福特,20.80万,26
202206,485,东南DX7,东南,9.99-13.99万,26
202206,4068,东南DX5,东南,6.99-9.99万,25
202206,2889,菲斯塔,现代,13.88-15.48万,20
202206,2813,风光ix5,东风风光,9.98-16.59万,15
202206,3473,标致508L PHEV,标致,21.57-22.77万,13
202206,5358,IQ锐歌,凯迪拉克,24.77-41.97万,8
202206,3723,合创007,合创汽车,29.98万,7
202206,5818,荣威iMAX8 EV,荣威,25.98-35.98万,6
202206,1805,DS 7,DS,24.99-32.99万,6
202206,559,新龙马汽车启腾EX80,新龙马汽车,5.88-6.18万,6
202206,4157,DS 9 PHEV,DS,33.49-40.49万,5
202206,848,优优,开瑞,3.99-6.24万,3
202206,4567,北京越野BJ30,北京越野,8.99-12.69万,2
202206,4117,标致4008 PHEV,标致,24.97-25.97万,2
202206,1647,北京越野BJ90,北京越野,47.80-49.80万,2
202206,4278,奔腾E01,奔腾,19.68-22.88万,1
202207,1145,轩逸,日产,6.98-14.48万,39065
202207,4499,五菱宏光MINIEV,五菱汽车,2.38-9.99万,37128
202207,4865,宋PLUS DM,比亚迪,11.98-17.58万,32266
202207,393,朗逸,大众,6.59-10.00万,30257
202207,649,哈弗H6,哈弗,7.19-12.19万,24374
202207,542,卡罗拉,丰田,9.68-13.58万,22116
202207,280,本田CR-V,本田,18.59-26.39万,21743
202207,5008,海豚,比亚迪,9.18-12.58万,20493
202207,289,雅阁,本田,12.48-18.38万,20455
202207,5248,元PLUS,比亚迪,10.98-14.58万,19239
202207,3196,长安CS75 PLUS,长安,8.99-13.49万,19122
202207,4802,秦PLUS DM,比亚迪,7.28-11.38万,18809
202207,535,凯美瑞,丰田,12.18-20.98万,18438
202207,414,速腾,大众,7.79-15.89万,17216
202207,398,帕萨特,大众,12.65-20.74万,16766
202207,534,雷凌,丰田,8.18-11.68万,16516
202207,1147,天籁,日产,12.78-18.78万,16339
202207,546,RAV4荣放,丰田,12.78-19.68万,15805
202207,212,奔驰C级,奔驰,33.48-38.06万,15308
202207,1150,逍客,日产,9.98-14.88万,14918
202207,145,宝马3系,宝马,21.49-28.79万,14764
202207,276,思域,本田,12.99-18.79万,14585
202207,415,迈腾,大众,14.19-21.69万,14573
202207,1290,五菱宏光,五菱汽车,4.65-6.09万,13799
202207,404,途观L,大众,12.68-21.48万,13741
202207,96,奥迪A4L,奥迪,20.92-36.28万,13717
202207,1455,逸动,长安,6.39-7.69万,13703
202207,216,奔驰GLC,奔驰,42.78-53.13万,13590
202207,146,宝马5系,宝马,30.59-52.59万,13582
202207,4300,汉EV,比亚迪,16.98-23.58万,12837
202207,4814,AION Y,埃安,10.98-14.58万,12530
202207,2916,奥迪Q5L,奥迪,26.50-32.50万,12517
202207,4228,汉DM,比亚迪,15.58-22.58万,12433
202207,409,宝来,大众,6.49-9.59万,12409
202207,4857,星越L,吉利汽车,13.27-16.47万,12381
202207,99,奥迪A6L,奥迪,28.28-50.80万,12337
202207,5288,长安UNI-V,长安,9.39-13.99万,12255
202207,4079,皓影,本田,12.79-23.89万,11612
202207,279,本田XR-V,本田,11.99-13.99万,11601
202207,4223,长安CS55 PLUS,长安,7.99-12.59万,11554
202207,214,奔驰E级,奔驰,45.18-59.98万,11373
202207,345,威朗,别克,12.89-15.89万,11312
202207,1101,小蚂蚁,奇瑞新能源,5.59-7.29万,11202
202207,4899,秦PLUS EV,比亚迪,9.98-17.98万,11201
202207,3159,红旗HS5,红旗,12.88-19.48万,11110
202207,2794,瑞虎8,奇瑞,7.99-15.99万,10693
202207,3476,星瑞,吉利汽车,9.27-13.57万,10629
202207,4172,威兰达,丰田,12.98-22.08万,10507
202207,2836,途岳,大众,7.99-16.29万,10483
202207,288,缤智,本田,10.49-12.49万,10392
202207,353,别克GL8,别克,23.29-47.39万,10138
202207,1310,伊兰特,现代,9.98-14.98万,10079
202207,4563,哈弗大狗,哈弗,9.09-11.69万,10072
202207,741,博越,吉利汽车,8.28-10.88万,10012
202207,4615,坦克300,坦克,19.98-33.00万,9920
202207,3094,科鲁泽,雪佛兰,9.49-10.89万,9872
202207,5382,卡罗拉锐放,丰田,9.98-15.48万,9807
202207,5257,QQ冰淇淋,奇瑞新能源,2.59-5.29万,9381
202207,397,凌渡,大众,9.89-14.59万,9316
202207,3068,亚洲龙,丰田,15.88-23.68万,9213
202207,5369,锋兰达,丰田,8.78-14.68万,9139
202207,352,昂科威,别克,22.99-25.99万,9047
202207,1938,捷途X70,捷途,8.69-12.28万,9015
202207,410,高尔夫,大众,12.48-15.34万,8873
202207,4416,奔奔E-Star,长安欧尚,7.99万,8726
202207,2975,缤越,吉利汽车,5.98-8.98万,8668
202207,311,唐DM,比亚迪,16.98-26.98万,8398
202207,2812,宝马X3,宝马,34.99-48.69万,8176
202207,5340,型格,本田,10.99-16.69万,8147
202207,536,汉兰达,丰田,17.98-27.88万,7978
202207,2835,探岳,大众,13.29-22.89万,7742
202207,1977,探歌,大众,10.79-12.87万,7713
202207,4363,Model Y,特斯拉,26.35-31.35万,7640
202207,4629,哪吒V,哪吒汽车,7.39-10.38万,7585
202207,1655,东风风神E70,东风风神,14.28-15.38万,7583
202207,3192,五菱宏光V,五菱汽车,4.48-5.28万,7576
202207,5290,驱逐舰05,比亚迪,7.38-12.28万,7404
202207,148,宝马X1,宝马,16.69-40.99万,7250
202207,2928,缤瑞,吉利汽车,7.48-9.48万,7091
202207,616,传祺GS4,广汽传祺,8.98-10.08万,6935
202207,3101,AION S,埃安,11.88-16.99万,6864
202207,5223,赛那,丰田,22.98-34.08万,6820
202207,5439,长安欧尚Z6,长安欧尚,8.69-12.09万,6799
202207,3052,长安CS35 PLUS,长安,6.99-8.19万,6602
202207,4731,零跑C11,零跑汽车,13.38-19.51万,6582
202207,4635,欧拉好猫,欧拉,9.38-12.38万,6519
202207,1282,沃尔沃XC60,沃尔沃,24.90-45.89万,6463
202207,579,蒙迪欧,福特,12.58-22.98万,6406
202207,3352,小鹏P7,小鹏汽车,19.99-22.49万,6397
202207,1794,传祺M8,广汽传祺,16.98-33.28万,6393
202207,3736,凯迪拉克CT5,凯迪拉克,18.59-21.59万,6372
202207,31,MG5,名爵,5.79-7.59万,6340
202207,2875,英仕派,本田,18.28-22.98万,6242
202207,283,飞度,本田,8.18-10.38万,6192
202207,5343,问界M5,AITO,22.98-27.98万,6128
202207,1594,哈弗M6,哈弗,7.19-9.29万,6088
202207,4353,长安UNI-T,长安,9.99-12.99万,5957
202207,1081,艾瑞泽5,奇瑞,5.39-7.59万,5758
202207,1323,现代ix35,现代,12.18-16.78万,5714
202207,3365,奕炫,东风风神,6.49-10.68万,5651
202207,5037,五菱星辰,五菱汽车,6.38-9.28万,5604
202207,5872,帝豪L HiP,吉利汽车,8.98-9.98万,5586
202207,4540,宋PLUS EV,比亚迪,14.18-17.58万,5518
202207,1182,荣威RX5,荣威,7.49-15.59万,5515
202207,4272,零跑T03,零跑汽车,5.39-6.52万,5462
202207,405,途昂,大众,19.90-33.90万,5460
202207,4840,皇冠陆放,丰田,28.48-33.28万,5411
202207,3171,捷达VS5,捷达,6.96-10.79万,5401
202207,617,传祺GS8,广汽传祺,15.48-24.08万,5365
202207,3928,奔驰GLB,奔驰,31.19-36.79万,5364
202207,3157,吉利几何A,吉利几何,11.98-12.98万,5286
202207,100,奥迪Q3,奥迪,18.40-33.58万,5265
202207,95,奥迪A3,奥迪,13.69-25.13万,5256
202207,4586,ID.4 CROZZ,大众,13.99-23.36万,5206
202207,5817,吉利几何E萤火虫,吉利几何,5.98-8.48万,5171
202207,3275,哪吒U,哪吒汽车,11.88-20.68万,5070
202207,1291,五菱荣光,五菱汽车,4.09-4.75万,5041
202207,5273,宝马X5,宝马,51.00-73.50万,5031
202207,4426,AION V,埃安,12.18-18.18万,5028
202207,5015,ZEEKR 001,极氪,25.90-32.90万,5022
202207,3351,启辰D60 EV,启辰,13.98-14.78万,4923
202207,5827,五菱佳辰,五菱汽车,6.48-9.78万,4894
202207,2843,蔚来ES6,蔚来,33.80-39.60万,4836
202207,282,艾力绅,本田,27.98-33.18万,4759
202207,5048,凡尔赛C5 X,雪铁龙,12.67-16.97万,4755
202207,1014,马自达3 昂克赛拉,马自达,8.99-14.19万,4751
202207,5251,哈弗神兽,哈弗,13.00-16.70万,4732
202207,5217,大众ID.3,大众,11.99-13.69万,4480
202207,348,君威,别克,15.98-17.58万,4463
202207,3041,荣威i5,荣威,4.99-7.19万,4364
202207,3172,捷达VA3,捷达,6.28-8.98万,4313
202207,4258,ID.4 X,大众,13.99-22.34万,4220
202207,2913,奔驰A级,奔驰,25.13-27.57万,4154
202207,291,奥德赛,本田,17.58-37.98万,4145
202207,292,冠道,本田,18.98-27.98万,4100
202207,1623,领克03,领克,11.68-42.03万,4077
202207,4986,凌放HARRIER,丰田,19.18-27.58万,3941
202207,1820,秦EV,比亚迪,15.58-16.98万,3923
202207,5850,骏行,国金汽车,15.98万,3885
202207,1094,瑞虎7,奇瑞,6.99-12.98万,3870
202207,3981,冒险家,林肯,18.88-29.08万,3705
202207,445,菱智,东风风行,5.99-9.99万,3631
202207,4787,影豹,广汽传祺,9.30-15.00万,3624
202207,5004,小鹏P5,小鹏汽车,15.69-17.49万,3608
202207,4086,艾瑞泽e,奇瑞新能源,15.28-15.78万,3552
202207,4819,思皓花仙子,思皓,5.99-7.49万,3538
202207,861,凯迪拉克XT5,凯迪拉克,23.59-45.27万,3488
202207,5092,红旗E-QM5,红旗,16.58-23.98万,3465
202207,3359,微蓝6,别克,11.28-16.89万,3423
202207,5153,启辰大V,启辰,9.98-12.88万,3384
202207,5859,长安Lumin,长安,3.79-6.99万,3378
202207,2849,捷途X90,捷途,13.99-17.29万,3262
202207,2832,传祺M6,广汽传祺,10.48-14.48万,3255
202207,4538,宝马iX3,宝马,22.50-26.00万,3249
202207,1281,沃尔沃S90,沃尔沃,27.90-50.59万,3238
202207,4425,探岳X,大众,16.79-19.79万,3197
202207,3077,唐EV,比亚迪,21.98-26.98万,3103
202207,2971,凯迪拉克XT4,凯迪拉克,15.97-20.57万,2897
202207,1292,五菱之光,五菱汽车,3.51-3.79万,2887
202207,1355,迈锐宝XL,雪佛兰,17.59-21.99万,2863
202207,1322,途胜,现代,15.98-22.58万,2853
202207,416,大众CC,大众,17.49-22.49万,2779
202207,4125,东风纳米EX1,东风纳米,4.57万,2745
202207,347,君越,别克,17.99-23.99万,2726
202207,1738,瑞虎5x,奇瑞,5.59-7.89万,2704
202207,4074,北京EU5,北京汽车,12.99-17.19万,2587
202207,5238,坦克500,坦克,33.50-39.50万,2518
202207,4783,长安UNI-K,长安,12.99-15.99万,2512
202207,3478,蔚来ET7,蔚来,42.80-51.60万,2473
202207,1456,逸动EV,长安,14.99万,2468
202207,215,奔驰GLA,奔驰,29.99-34.69万,2462
202207,5388,领睿,福特,11.88-16.18万,2457
202207,164,北京越野BJ40,北京越野,13.98-26.99万,2446
202207,4503,凌宝BOX,凌宝汽车,3.98-6.88万,2432
202207,4078,探影,大众,9.39-9.69万,2411
202207,4981,元Pro,比亚迪,7.98-9.78万,2393
202207,287,凌派,本田,9.68-14.68万,2376
202207,1622,领克01,领克,12.58-16.68万,2344
202207,733,帝豪,吉利汽车,4.89-14.98万,2340
202207,281,本田UR-V,本田,24.68-32.98万,2338
202207,2963,奥迪Q2L,奥迪,12.98-19.00万,2328
202207,3437,揽境,大众,20.19-30.19万,2322
202207,5093,宝骏KiWi EV,宝骏,8.78-10.28万,2307
202207,3276,捷达VS7,捷达,8.79-12.39万,2287
202207,3710,CLEVER,荣威,5.20万,2254
202207,585,锐界,福特,19.88-29.18万,2254
202207,1810,风行S50 EV,东风风行,15.09-16.99万,2249
202207,3334,锐际,福特,11.98-16.98万,2229
202207,1143,骐达TIIDA,日产,7.99-10.59万,2179
202207,3164,凯迪拉克XT6,凯迪拉克,34.99-55.27万,2143
202207,1621,传祺GS3,广汽传祺,6.98-9.28万,2128
202207,267,奔腾B70,奔腾,9.88-13.79万,2116
202207,4961,ID.6 CROZZ,大众,19.59-27.39万,2115
202207,1279,沃尔沃S60,沃尔沃,18.90-38.49万,2115
202207,4355,红旗H9,红旗,23.28-44.28万,2114
202207,4921,哈弗赤兔,哈弗,8.28-12.88万,2084
202207,5339,威飒,丰田,17.48-26.18万,2046
202207,4311,炫界,凯翼,6.39-9.49万,2035
202207,5443,魔方,北京汽车,9.99-13.19万,2002
202207,4080,昂科旗,别克,29.99-35.99万,1980
202207,4688,枫叶80v,睿蓝汽车,8.98-17.87万,1969
202207,4160,威然,大众,19.99-29.99万,1963
202207,4792,星途凌云,星途,11.77-15.49万,1908
202207,5911,睿蓝X3 PRO,睿蓝汽车,4.89-5.79万,1905
202207,4537,航海家,林肯,27.08-41.38万,1895
202207,245,奔驰V级,奔驰,47.88-66.98万,1846
202207,5440,林肯Z,林肯,18.88-31.58万,1823
202207,4801,亚洲狮,丰田,14.18-17.98万,1802
202207,1123,智跑,起亚,10.48-12.28万,1789
202207,4342,领克06,领克,9.76-11.76万,1787
202207,2716,奔驰E级PHEV,奔驰,53.86万,1785
202207,1359,探界者,雪佛兰,18.49-23.99万,1782
202207,4654,风行T5 EVO,东风风行,9.99-13.99万,1781
202207,4569,凯捷Victory,五菱汽车,8.58-14.98万,1761
202207,1760,荣威Ei5,荣威,15.28-16.68万,1690
202207,5831,思皓X6,思皓,7.99-11.89万,1679
202207,2984,大通G50,上汽大通MAXUS,7.68-13.98万,1641
202207,340,标致4008,标致,12.97-13.97万,1612
202207,2880,吉利ICON,吉利汽车,9.19-11.39万,1545
202207,5151,枫叶60s,睿蓝汽车,14.98-15.98万,1544
202207,4340,领克06 EM-P,领克,13.38-14.28万,1540
202207,1092,瑞虎3x,奇瑞,4.99-6.19万,1517
202207,5297,欧拉芭蕾猫,欧拉,14.98-17.98万,1516
202207,993,揽胜极光,路虎,39.28-47.58万,1504
202207,653,哈弗H9,哈弗,17.49-23.09万,1500
202207,244,威霆,奔驰,29.38-38.68万,1487
202207,4188,锐程CC,长安,9.79-11.29万,1477
202207,4388,悦虎,大运,6.38-8.70万,1476
202207,2989,帕萨特PHEV,大众,19.22-20.11万,1475
202207,5283,领克09 EM-P,领克,27.48-31.48万,1471
202207,2827,奕泽IZOA,丰田,14.98-18.98万,1464
202207,1636,丰田C-HR,丰田,15.28-19.28万,1419
202207,735,帝豪EV,吉利几何,15.98-16.98万,1419
202207,457,东风风神AX7,东风风神,13.98万,1415
202207,1616,蔚来ES8,蔚来,49.80-59.80万,1414
202207,1016,马自达CX-5,马自达,12.58-19.78万,1390
202207,4894,ID.6 X,大众,19.39-22.79万,1386
202207,5034,库斯途,现代,17.18-22.08万,1375
202207,32,MG6,名爵,10.38-13.98万,1373
202207,4861,奔腾NAT,奔腾,13.98-16.48万,1368
202207,4380,吉利几何C,吉利几何,14.37-20.78万,1366
202207,4182,凯迪拉克CT4,凯迪拉克,21.97-25.97万,1345
202207,3066,途铠,大众,8.39-12.99万,1335
202207,4357,蔚来EC6,蔚来,35.80-41.60万,1328
202207,4901,五菱征程,五菱汽车,6.98-9.08万,1324
202207,4796,凌尚,丰田,10.58-13.58万,1322
202207,5216,长安UNI-K 智电iDD,长安,17.29-20.09万,1315
202207,5264,思皓曜,思皓,9.88-19.68万,1310
202207,4313,发现运动版,路虎,38.83-39.99万,1276
202207,5122,创维EV6,创维汽车,10.98-32.98万,1257
202207,4284,探险者,福特,30.98-39.98万,1230
202207,391,Polo,大众,6.59-9.99万,1212
202207,768,瑞风M3,江淮瑞风,6.58-12.79万,1166
202207,4703,风光500,东风风光,6.18-8.58万,1165
202207,4663,本田LIFE,本田,9.78-11.28万,1144
202207,3355,沃尔沃XC40,沃尔沃,18.50-35.48万,1133
202207,4838,宝马i3,宝马,19.39-25.19万,1116
202207,4180,柯米克GT,斯柯达,11.99万,1101
202207,5820,问界M7,AITO,24.98-32.98万,1100
202207,436,风光580,东风风光,7.99-12.99万,1091
202207,338,标致2008,标致,9.97万,1061
202207,5081,领克09,领克,22.78-23.48万,1054
202207,2890,奕跑,起亚,5.88-7.28万,1051
202207,5250,MG ONE,名爵,8.78-10.98万,1036
202207,5335,拿铁PHEV,魏牌,22.90-26.30万,1035
202207,336,标致408,标致,8.07-9.67万,1035
202207,3721,斯威G05,SWM斯威汽车,8.69-12.98万,1029
202207,4637,极狐 阿尔法S,ARCFOX极狐,18.98-32.98万,1027
202207,4867,摩卡PHEV,魏牌,23.18-23.88万,1025
202207,4989,奥迪Q5L Sportback,奥迪,30.50-42.98万,1018
202207,798,捷豹XFL,捷豹,43.99-48.79万,1015
202207,4760,岚图FREE,岚图,21.89-24.69万,1001
202207,1116,起亚K3,起亚,8.19-11.29万,965
202207,1789,捷豹XEL,捷豹,32.98-34.18万,951
202207,3142,迈腾GTE,大众,18.69-20.19万,948
202207,4794,奔腾T55,奔腾,8.59-10.49万,935
202207,5059,金海狮,SRM鑫源,6.09-10.59万,919
202207,1241,明锐,斯柯达,14.39-15.49万,901
202207,4730,本田CR-V PHEV,本田,22.59-26.99万,893
202207,1579,劲客,日产,7.98-9.38万,887
202207,2867,奔腾T77,奔腾,11.48-12.38万,883
202207,5389,风光MINIEV,东风风光,3.26-5.91万,837
202207,4381,马自达CX-30,马自达,9.99-13.99万,829
202207,3762,Model 3,特斯拉,23.55-33.95万,821
202207,4870,智己L7,智己汽车,29.19-57.88万,816
202207,5162,欧萌达,奇瑞,12.99万,812
202207,1628,启辰D60,启辰,8.88-9.98万,809
202207,1475,欧诺S,长安凯程,4.69-5.44万,807
202207,2993,长安CS85 COUPE,长安,11.49-15.99万,800
202207,4535,荣威iMAX8,荣威,16.58-23.58万,797
202207,5416,岚图梦想家 EV,岚图,33.99-46.99万,792
202207,4759,领裕,福特,15.38-20.18万,785
202207,3932,奔驰EQB,奔驰,35.20-42.80万,768
202207,1183,荣威eRX5,荣威,13.59-14.79万,767
202207,5580,富康ES600,东风富康,15.38-16.38万,766
202207,859,凯迪拉克CT6,凯迪拉克,27.97-38.97万,730
202207,4990,奥迪Q3 Sportback,奥迪,19.60-34.10万,727
202207,5385,凌宝Uni,凌宝汽车,2.98-3.98万,696
202207,3463,领克05,领克,17.78-22.68万,696
202207,1119,起亚K5,起亚,12.38-17.38万,691
202207,2151,红旗HS7,红旗,20.08-28.08万,686
202207,1357,创酷,雪佛兰,10.99-12.89万,681
202207,3001,途观L PHEV,大众,21.61-22.70万,675
202207,4081,雪佛兰畅巡,雪佛兰,18.29-19.79万,670
202207,5067,EVOS,福特,15.98-21.98万,662
202207,4339,飞行家,林肯,40.58-66.88万,654
202207,1463,长安CS95,长安,16.79-19.19万,647
202207,1729,奔驰EQA,奔驰,32.20万,637
202207,5293,YOUNG光小新,电动屋,6.58-8.48万,629
202207,4859,思皓QX,思皓,10.19-19.69万,617
202207,1245,柯迪亚克,斯柯达,19.19-24.39万,614
202207,1151,奇骏,日产,13.13-26.29万,614
202207,3503,AION LX,埃安,28.66-46.96万,611
202207,2167,嘉际,吉利汽车,10.97-14.28万,601
202207,5033,轩度,凯翼,7.98-9.39万,555
202207,1712,风光S560,东风风光,6.79-7.89万,531
202207,4890,福特电马,福特,23.98-35.98万,520
202207,4834,华晨新日i03,华晨新日,4.39-9.88万,512
202207,437,风光330,东风风光,4.19-6.88万,503
202207,2970,启辰T60,启辰,8.68-11.28万,497
202207,3095,享域,本田,10.98-16.99万,495
202207,1661,柯珞克,斯柯达,14.99-15.49万,487
202207,337,标致508L,标致,14.67-19.07万,469
202207,3455,比亚迪e2,比亚迪,8.98-14.78万,467
202207,5089,合创Z03,合创汽车,13.48-18.28万,444
202207,2887,宋MAX DM,比亚迪,13.78-16.48万,424
202207,2982,领界,福特,10.98-16.48万,409
202207,4329,RAV4荣放PHEV,丰田,24.88-29.78万,403
202207,5014,小虎FEV,小虎,4.19-5.59万,396
202207,4276,启辰星,启辰,12.66-14.96万,396
202207,4209,VGV U70,中国重汽VGV,7.79-11.89万,392
202207,1642,天逸 C5 AIRCROSS,雪铁龙,13.27-17.77万,374
202207,5387,本田e:NS1,本田,17.50-21.80万,349
202207,407,途安L,大众,14.68-17.58万,349
202207,3028,易至EV3,江铃集团新能源,5.28-6.68万,341
202207,4839,皓影 PHEV,本田,17.59-21.99万,336
202207,4743,思皓X8,思皓,8.88-17.28万,335
202207,4858,羿,江铃集团新能源,11.88-19.98万,321
202207,1324,胜达,现代,19.58-26.88万,320
202207,5390,风光380,东风风光,5.28-6.08万,301
202207,2779,斯威G01,SWM斯威汽车,26.98万,301
202207,4302,奥迪A7L,奥迪,41.87-66.62万,297
202207,4813,威兰达PHEV,丰田,25.68-29.18万,294
202207,3360,奔驰A级AMG,奔驰,41.13万,283
202207,4196,开拓者,雪佛兰,19.49-26.69万,280
202207,4146,红旗E-HS9,红旗,43.98-70.98万,275
202207,1423,英菲尼迪QX50,英菲尼迪,35.08-39.18万,272
202207,1318,索纳塔,现代,13.98-18.68万,272
202207,1126,嘉华,起亚,22.89-27.99万,270
202207,5392,e:NP1 极湃1,本田,12.50-16.80万,269
202207,5002,奥迪Q5 e-tron,奥迪,29.85-43.25万,261
202207,5438,大通G90,上汽大通MAXUS,18.99-31.99万,255
202207,5367,炫界Pro EV,凯翼,11.99-17.66万,240
202207,4542,远志M1,大运,17.48-31.88万,235
202207,1243,速派,斯柯达,11.99-13.99万,228
202207,5958,VGV U70Pro,中国重汽VGV,7.78-11.58万,218
202207,5149,奔腾B70S,奔腾,10.99-14.29万,214
202207,341,标致5008,标致,14.97-20.47万,206
202207,3337,奥迪Q2L e-tron,奥迪,24.38万,202
202207,1211,大通G10,上汽大通MAXUS,10.30-18.48万,191
202207,5063,大家9 EV,上汽大通MAXUS,25.39-40.39万,186
202207,1719,焕驰,起亚,6.49-6.89万,170
202207,484,东南DX3,东南,6.96-12.99万,169
202207,3474,奔腾T99,奔腾,13.49-18.69万,167
202207,2883,领克01 EM-P,领克,18.58-21.38万,157
202207,1792,沃尔沃XC60 PHEV,沃尔沃,39.09-60.39万,144
202207,4201,海马7X,海马,12.98-16.38万,142
202207,2990,东南A5翼舞,东南,5.79-11.99万,142
202207,1422,英菲尼迪Q50L,英菲尼迪,26.48-38.98万,131
202207,5407,华晨新日i03A,华晨新日,9.88-12.50万,124
202207,1406,森雅R7,一汽,7.98-8.98万,114
202207,3096,广汽本田VE-1,理念,11.88-14.58万,103
202207,573,途睿欧,福特,19.96-25.00万,103
202207,2937,沃尔沃S90 PHEV,沃尔沃,34.90-61.39万,92
202207,5188,VGV U75PLUS,中国重汽VGV,11.79-15.19万,88
202207,1280,沃尔沃S60 PHEV,沃尔沃,33.39-38.29万,86
202207,4156,领克05 EM-P,领克,21.38万,77
202207,1793,菱智M5 EV,东风风行,14.99-19.69万,74
202207,4795,绎乐,广汽集团,16.78-18.98万,67
202207,2828,海马8S,海马,7.99-13.69万,60
202207,4422,北京X7,北京汽车,11.99-13.99万,56
202207,5294,英菲尼迪QX60,英菲尼迪,37.88-51.88万,51
202207,165,北京越野BJ80,北京越野,29.80-39.80万,44
202207,5474,瑞风E3,江淮瑞风,13.99-20.88万,39
202207,5358,IQ锐歌,凯迪拉克,24.77-41.97万,32
202207,4549,锐际PHEV,福特,20.80万,29
202207,4391,e爱丽舍,东风富康,12.98-13.98万,29
202207,3724,DS 9,DS,27.49-34.99万,29
202207,485,东南DX7,东南,9.99-13.99万,27
202207,5828,MG4 EV,名爵,10.98-18.68万,26
202207,4385,极狐 阿尔法T,ARCFOX极狐,18.58-28.08万,26
202207,5818,荣威iMAX8 EV,荣威,25.98-35.98万,20
202207,3473,标致508L PHEV,标致,21.57-22.77万,15
202207,2813,风光ix5,东风风光,9.98-16.59万,13
202207,4157,DS 9 PHEV,DS,33.49-40.49万,12
202207,3723,合创007,合创汽车,29.98万,9
202207,5897,星迈罗,雪佛兰,13.99-16.49万,7
202207,1805,DS 7,DS,24.99-32.99万,6
202207,848,优优,开瑞,3.99-6.24万,3
202207,4068,东南DX5,东南,6.99-9.99万,2
202207,2889,菲斯塔,现代,13.88-15.48万,2
202207,4117,标致4008 PHEV,标致,24.97-25.97万,1
202207,559,新龙马汽车启腾EX80,新龙马汽车,5.88-6.18万,1
202208,1145,轩逸,日产,6.98-14.48万,43810
202208,4865,宋PLUS DM,比亚迪,11.98-17.58万,36791
202208,4499,五菱宏光MINIEV,五菱汽车,2.38-9.99万,33866
202208,4363,Model Y,特斯拉,26.35-31.35万,31112
202208,393,朗逸,大众,6.59-10.00万,29775
202208,542,卡罗拉,丰田,9.68-13.58万,24933
202208,409,宝来,大众,6.49-9.59万,23930
202208,5008,海豚,比亚迪,9.18-12.58万,23298
202208,280,本田CR-V,本田,18.59-26.39万,22754
202208,4802,秦PLUS DM,比亚迪,7.28-11.38万,22242
202208,414,速腾,大众,7.79-15.89万,21916
202208,289,雅阁,本田,12.48-18.38万,21861
202208,535,凯美瑞,丰田,12.18-20.98万,21325
202208,649,哈弗H6,哈弗,7.19-12.19万,18953
202208,546,RAV4荣放,丰田,12.78-19.68万,18568
202208,3196,长安CS75 PLUS,长安,8.99-13.49万,18352
202208,398,帕萨特,大众,12.65-20.74万,17253
202208,276,思域,本田,12.99-18.79万,16947
202208,534,雷凌,丰田,8.18-11.68万,16454
202208,1150,逍客,日产,9.98-14.88万,15358
202208,345,威朗,别克,12.89-15.89万,15137
202208,5248,元PLUS,比亚迪,10.98-14.58万,15132
202208,146,宝马5系,宝马,30.59-52.59万,14679
202208,216,奔驰GLC,奔驰,42.78-53.13万,14557
202208,1147,天籁,日产,12.78-18.78万,14176
202208,96,奥迪A4L,奥迪,20.92-36.28万,13883
202208,4300,汉EV,比亚迪,16.98-23.58万,13179
202208,1455,逸动,长安,6.39-7.69万,13044
202208,5288,长安UNI-V,长安,9.39-13.99万,12923
202208,415,迈腾,大众,14.19-21.69万,12829
202208,4228,汉DM,比亚迪,15.58-22.58万,12808
202208,2916,奥迪Q5L,奥迪,26.50-32.50万,12794
202208,1290,五菱宏光,五菱汽车,4.65-6.09万,12646
202208,404,途观L,大众,12.68-21.48万,12414
202208,2836,途岳,大众,7.99-16.29万,11996
202208,4172,威兰达,丰田,12.98-22.08万,11730
202208,4857,星越L,吉利汽车,13.27-16.47万,11702
202208,3101,AION S,埃安,11.88-16.99万,11683
202208,4079,皓影,本田,12.79-23.89万,11503
202208,4899,秦PLUS EV,比亚迪,9.98-17.98万,11446
202208,2794,瑞虎8,奇瑞,7.99-15.99万,11319
202208,4223,长安CS55 PLUS,长安,7.99-12.59万,11242
202208,99,奥迪A6L,奥迪,28.28-50.80万,11212
202208,214,奔驰E级,奔驰,45.18-59.98万,11162
202208,397,凌渡,大众,9.89-14.59万,11125
202208,1938,捷途X70,捷途,8.69-12.28万,11073
202208,4814,AION Y,埃安,10.98-14.58万,11012
202208,353,别克GL8,别克,23.29-47.39万,10867
202208,733,帝豪,吉利汽车,4.89-14.98万,10742
202208,3159,红旗HS5,红旗,12.88-19.48万,10687
202208,212,奔驰C级,奔驰,33.48-38.06万,10479
202208,4629,哪吒V,哪吒汽车,7.39-10.38万,10236
202208,279,本田XR-V,本田,11.99-13.99万,10181
202208,1310,伊兰特,现代,9.98-14.98万,10091
202208,1101,小蚂蚁,奇瑞新能源,5.59-7.29万,10037
202208,352,昂科威,别克,22.99-25.99万,10036
202208,288,缤智,本田,10.49-12.49万,9806
202208,3094,科鲁泽,雪佛兰,9.49-10.89万,9658
202208,145,宝马3系,宝马,21.49-28.79万,9601
202208,5382,卡罗拉锐放,丰田,9.98-15.48万,9297
202208,348,君威,别克,15.98-17.58万,9278
202208,1182,荣威RX5,荣威,7.49-15.59万,9215
202208,5369,锋兰达,丰田,8.78-14.68万,9177
